point_id,Lon,Lat,Year,Month,daima,aspect,NPP,LST_Day_1km,NDVI,Precipitation_mm,VPD,surface_solar_radiation_downwards_sum,temperature_2m,volumetric_soil_water_layer_1,elevation,slope
059,94.94069659038193,32.831177846358216,2001.0,1.0,497,225,0.0,3.730584437581001,0.1953571251445907,13.197986946700711,0.059285618689548084,486.7711527747172,-19.51672569068799,0.34488242776371664,4644.313,23
060,94.65772727588428,33.56779637933622,2001.0,1.0,497,231,0.0,0.2349717836523837,0.12043625129430657,9.507548726627405,0.06389199038015084,463.58016988455284,-18.977199064368847,0.40513607833494736,5126.2305,3
061,94.48704737190157,33.482456427344864,2001.0,1.0,497,279,0.0,2.5204650608784505,0.22000060374880978,7.734600756254278,0.06924263809752412,464.08897527427695,-18.069427172428448,0.3601412522898397,4667.9644,1
062,94.98112077816731,33.253386029894386,2001.0,1.0,497,121,0.0,5.582998661753891,0.15786020884021115,11.891216892644335,0.06166944640367046,477.0813449540459,-19.411800814678656,0.3459993187932726,4840.902,8
063,94.27145170371288,33.477964850924266,2001.0,1.0,497,106,0.0,1.4118648207152091,0.20090691358380983,7.054040006198202,0.06284691070503666,461.0154214089015,-19.011976474171888,0.46787059791088,4763.579,2
064,94.53645471252815,33.370167016829924,2001.0,1.0,497,86,0.0,4.089349233529731,0.20521968807353252,7.39611638808659,0.07171705743250485,468.9899503124754,-17.947193445909193,0.34866167159606776,4641.894,3
065,93.64263100482923,33.17702923074423,2001.0,1.0,497,273,0.0,3.934861562410674,0.18013231009948133,6.701235075321058,0.06733427607298421,465.198934224476,-18.48669238371943,0.36781348840339023,4740.4814,5
066,95.86596133302504,32.84465257562,2001.0,1.0,497,12,0.0,-3.3206085952823514,0.00650550685919414,14.516675060891505,0.04063089029633922,478.57379097645656,-21.103114200518462,0.35421997992575927,4481.5557,10
067,95.22366590487958,32.99736617392033,2001.0,1.0,497,243,0.0,-11.527880150753106,0.11179568294101837,13.826050450426369,0.058501146855709465,484.01104106146227,-19.53036277900057,0.3464570759207705,4973.962,29
068,95.22815748130017,33.02431563244391,2001.0,1.0,497,254,0.0,1.564523095489733,0.15634791253794741,13.66103589466303,0.058402890512336145,483.3569730311819,-19.57157273872147,0.34653736638036287,4523.739,13
069,95.58748359494798,32.664989518796105,2001.0,1.0,497,154,0.0,3.127701585399791,0.11128796632676592,16.79228678364236,0.05013775151840506,484.6316704900818,-20.054526798051967,0.34765949066118257,4537.3716,17
070,94.86433979123177,32.898551492667174,2001.0,1.0,497,97,0.0,3.793060686781871,0.13270300902232315,11.95192841735762,0.05939064774378933,485.72789950944986,-19.619547494351167,0.347133371129566,4464.25,1
071,94.15467071677735,33.18152080716483,2001.0,1.0,497,121,0.0,2.8397779105034715,0.18246179369160773,6.923817481996462,0.06340902903818232,472.7395975168816,-18.41316711312652,0.34559254875364187,4610.0996,2
072,95.16527541141181,33.087197702332276,2001.0,1.0,497,320,0.0,5.328368075845276,0.09975430440477447,12.941761419566447,0.06096260923064731,482.07146161651326,-19.29167410436432,0.3480033942327355,4311.3955,10
073,94.55442101821053,33.73398470689833,2001.0,1.0,497,338,0.0,-1.6365345516954903,0.1796427817387185,8.948957961633937,0.06324631266420092,455.07461369759045,-18.94112149538404,0.3151029925979468,4830.671,2
074,95.10688491794404,32.90753464550837,2001.0,1.0,497,30,0.0,4.486875945155987,0.10700556205969432,13.629499264280156,0.0628159988454172,485.4108378996143,-18.94634742084247,0.3456158995288447,4408.881,5
075,94.32535062076006,33.172537654323634,2001.0,1.0,497,175,0.0,4.9237623511945685,0.1767559846773012,7.416185996919721,0.06310643119166874,475.9247895799979,-18.526215289846903,0.29313976660936614,4630.737,5
076,95.3853626560211,32.79973681141403,2001.0,1.0,497,23,0.0,1.684765856617389,0.13935972323127713,15.997152098804222,0.05316530888715422,484.75025079388195,-19.962077718594685,0.34256493407656113,4363.9087,7
077,94.51399683042516,33.20847026568841,2001.0,1.0,497,356,0.0,2.973366946770227,0.19279262394261207,7.617623702846475,0.06959087250351266,475.6138473515818,-17.92869389861255,0.3491140987486457,4440.0083,6
078,94.55891259463114,33.66661106058937,2001.0,1.0,497,221,0.0,0.02443612445136978,0.16565579390976454,8.979791749512772,0.06463089271685205,457.9636762255242,-18.701291630793605,0.3160209112688933,4878.5645,4
079,93.57525735852026,33.37465859325052,2001.0,1.0,497,21,0.0,2.1162524942978393,0.15287695427675185,6.925977721521398,0.07320778014703565,453.74290990177855,-18.38917143503494,0.3653333627998031,4941.468,10
080,95.0170533895321,32.831177846358216,2001.0,1.0,497,249,0.0,5.601891600034037,0.1247242998166508,13.687557797967148,0.061369124554480986,486.5005703332116,-19.14366970926028,0.34491285084480455,4455.8525,3
081,94.41967372559262,33.64415317848638,2001.0,1.0,497,77,0.0,1.5505435359506805,0.2077503811232558,7.973939959536115,0.06471364614462218,456.701909543521,-18.582323958332495,0.38930300267946094,4791.549,3
082,94.91374713185834,32.98838302107913,2001.0,1.0,497,293,0.0,0.8791163583821344,0.1340149077678264,11.420650379039206,0.06310276727575284,484.3585073142273,-19.172381729741716,0.3512686437689338,4707.033,10
083,94.41518214917201,33.729493130477735,2001.0,1.0,497,49,0.0,-4.3859540903458765,0.10249299457548332,8.084246105390852,0.06369298270501587,453.3950312824117,-18.77284019140066,0.35682553500221154,5035.9136,21
084,94.32984219718065,33.675594213430564,2001.0,1.0,497,219,0.0,0.2946645031463504,0.18669013614673854,7.83986894330543,0.06346393493671171,454.37613779262114,-18.758584130800187,0.36341752094748664,4749.4014,1
085,95.99172547280178,32.88507676340539,2001.0,1.0,497,312,0.0,2.4951707202074545,2.853252103712986E-4,14.127767654741266,0.040964354281115056,476.7918692148194,-20.525902431656732,0.35960060175500674,4606.4556,12
086,93.81780248523253,33.43754066313889,2001.0,1.0,497,82,0.0,2.5763353655190713,0.18493117563868258,7.233833668316293,0.06330103346094944,456.8185536310365,-19.194697172274317,0.3556992881795233,4881.438,4
087,94.38374111422783,33.63517002564519,2001.0,1.0,497,226,0.0,-0.057521539919150655,0.16555457260384537,7.825354524859298,0.06446529253251748,456.60829736871193,-18.60977795193628,0.3974734714014989,4851.2456,4
088,94.84188190912879,33.235419724212,2001.0,1.0,497,146,0.0,8.230447932279844,0.16481726209492553,9.984305366617816,0.06559717147424639,476.66319484125233,-18.801850886296336,0.3472272459160321,4541.662,6
089,95.62790778273336,32.664989518796105,2001.0,1.0,497,263,0.0,0.5139030776415439,0.10220260129655062,16.80134644189409,0.049848124091243534,484.2233386762718,-19.89003543593526,0.3481581823337059,4613.051,18
090,94.50950525400457,33.49143958018606,2001.0,1.0,497,262,0.0,2.5027329809160506,0.21513705283280976,7.925233655617144,0.06919152546602671,464.08164754844506,-18.061799444829234,0.3604017299144915,4754.104,3
091,94.54543786536934,33.35669228756813,2001.0,1.0,497,228,0.0,6.1321739307603025,0.15844822856103621,7.376126064532886,0.07206931854302963,469.58772258429775,-17.902179980979497,0.34843283082104787,4608.2964,4
092,94.33882535002185,33.26686075915618,2001.0,1.0,497,187,0.0,5.697269258631934,0.21172148037674174,6.636341030132772,0.06625382335125046,470.97147841215246,-18.462303942045423,0.337363542658476,4663.077,4
093,93.98399081279464,33.09618085517347,2001.0,1.0,497,40,0.0,2.302403878333905,0.1898947926507172,7.213592320601265,0.06284903050281955,474.94248948513416,-18.67043545970219,0.34650485671949877,4830.746,5
094,94.86433979123177,33.30279337052096,2001.0,1.0,497,131,0.0,3.451788089353556,0.13305288891682315,10.183204950053259,0.0644524347170242,474.6550397605419,-19.034318731133283,0.3457925912337003,4636.8433,11
095,95.1832417170942,33.01533247960271,2001.0,1.0,497,307,0.0,-6.2233857588450405,0.16132191700353737,13.364046849971814,0.060445711009284184,483.8032177072259,-19.311193561869118,0.34747809135526214,4563.146,10
096,94.97213762532611,33.2399113006326,2001.0,1.0,497,222,0.0,6.931591701971058,0.14499744545948393,11.751780736834037,0.06211435833815175,477.4389542084781,-19.34186777235982,0.3463862959054772,4609.099,5
097,94.71162619293145,33.64415317848638,2001.0,1.0,497,328,0.0,-4.538042402481267,0.12877114183653232,10.058785016809534,0.061634819828016024,461.10387735549324,-19.381837389397333,0.4066657505417846,4914.742,3
098,95.80307926313667,32.90753464550837,2001.0,1.0,497,87,0.0,-9.400905255077703,-0.0027841354625459955,14.226869485996405,0.04305271952496165,479.86501594357645,-21.00985541668817,0.3520860605031398,4813.3438,13
099,94.47806421906039,32.91651779834957,2001.0,1.0,497,246,0.0,1.695612902063715,0.13060761077475283,10.726385061925203,0.050025183007386856,487.4949486420748,-20.55722193005917,0.42699740154168764,4918.3975,7
100,93.77737829744716,33.27584391199738,2001.0,1.0,497,51,0.0,2.422991007859366,0.15917190585478685,6.469094359402026,0.06391907447339405,463.6877608434182,-19.05075212563932,0.35219024738710647,4946.073,2
101,93.77288672102655,33.44203223955949,2001.0,1.0,497,57,0.0,1.4121768678017474,0.15402443770534532,7.297951918298176,0.06486394220812551,455.88385586428467,-19.086415254533904,0.3576491851429323,5021.605,6
102,95.06646073015867,33.29381021767977,2001.0,1.0,497,90,0.0,-2.080442542509786,0.04861110903428261,12.375992159907494,0.06092581867092481,476.04374217801336,-19.400084980515288,0.3454704769282163,4950.786,6
103,95.12035964720583,32.92550095119076,2001.0,1.0,497,29,0.0,2.3845979173877367,0.1932644468153054,13.579325428801951,0.0625011692079399,485.1766005413796,-18.997132950462714,0.3461868508524647,4462.957,19
104,95.9513012850164,32.696430553740285,2001.0,1.0,497,143,0.0,-5.4193215100294765,-0.006805072738335008,15.896831758372645,0.03713868196078052,477.1511836893981,-20.9174505145927,0.35802921881802546,4655.538,4
105,95.01256181311149,32.88058518698479,2001.0,1.0,497,216,0.0,4.735359698719776,0.13537756579545332,13.210142002888682,0.0626240425027461,485.91807792099195,-19.058288191874652,0.3462694579546962,4471.825,10
106,93.61118996988505,33.07821454949108,2001.0,1.0,497,280,0.0,3.064239151309323,0.16964084821326017,6.861929995565529,0.06507429153958484,470.6513193385464,-18.590228509823135,0.38188182010074967,4798.9272,5
107,94.68467673440787,33.39711647535351,2001.0,1.0,497,197,0.0,2.91221739914738,0.14335477268805777,8.550006203981605,0.06870456022316339,469.9547378262405,-18.407992493012415,0.3478119306222764,4803.859,6
108,94.47357264263978,33.77440889468371,2001.0,1.0,497,175,0.0,-1.0733027430050583,0.17205991163218987,8.475328620847122,0.06245147841275511,452.31890736707663,-19.0245717226272,0.35420882715807267,4887.214,1
109,94.40619899633082,33.221944994950206,2001.0,1.0,497,82,0.0,3.1764969475691487,0.15873978501933447,7.163530048373702,0.06733401022570468,474.2121301847875,-18.163853274725398,0.32601679032617326,4983.8657,10
110,94.11424652899197,33.536355344392035,2001.0,1.0,497,342,0.0,3.298191764249168,0.17673237430804417,7.446764907862854,0.06236426439994751,456.51074912552053,-18.75976234790528,0.44882323261985524,4594.4966,1
111,93.94805820142986,33.311776523362155,2001.0,1.0,497,47,0.0,-0.5126534047429914,0.15319336582063867,6.272363028780067,0.06059490785988465,463.815655919103,-19.38051857327892,0.34612209310627573,5007.9185,5
112,95.53807625432141,32.831177846358216,2001.0,1.0,497,7,0.0,-4.056852807422786,0.09301239445937713,15.39401214568935,0.05206734220269768,483.15345865396034,-19.582236139824005,0.3436711142823284,4358.3643,10
113,93.77288672102655,33.10516400801467,2001.0,1.0,497,67,0.0,2.4125301515764477,0.15220329581427874,6.78174205057819,0.06442422819842615,471.6344730193726,-18.6507060277182,0.36401875557965724,4887.052,2
114,94.90476397901715,33.20847026568841,2001.0,1.0,497,171,0.0,7.774654965257923,0.1445781905536081,10.855739331640637,0.0639276657601836,477.9731646394532,-19.064623756929734,0.3475825115691856,4554.4644,14
115,94.11873810541258,33.27584391199738,2001.0,1.0,497,185,0.0,2.930935902003398,0.16862616696979862,6.222225284929126,0.06004078948996332,467.2099196553842,-19.21273192084547,0.33961318643835836,4817.564,2
116,94.87332294407297,32.8491441520406,2001.0,1.0,497,123,0.0,2.4351946069381825,0.16319977330192556,12.57014853401833,0.05782771640282533,486.66181181513605,-19.782843899976967,0.3453205344248445,4917.0947,7
117,95.51561837221843,32.835669422778814,2001.0,1.0,497,343,0.0,-4.781236946410047,0.06121004825895134,15.432871802305844,0.05257869725495215,483.33098667028725,-19.545621661425884,0.3435037473939535,4575.188,20
118,95.57850044210679,32.79524523499343,2001.0,1.0,497,29,0.0,-4.926460293681146,0.07950790022705194,15.486005415431029,0.05061317895358863,482.92753227521837,-19.722204099955945,0.34336440597140927,4382.434,19
119,94.21755278666572,33.203978689267814,2001.0,1.0,497,323,0.0,3.1467509506283022,0.20764356167863932,6.8841493970636956,0.06419379404515417,472.57350008679913,-18.3245956735866,0.3434828336749181,4703.2236,5
120,93.75941199176476,33.02431563244391,2001.0,1.0,497,359,0.0,2.8435272312211737,0.16268211317985148,6.988776744850237,0.06250221673588557,475.1561538013234,-18.804704590891504,0.3694058649452838,4783.1006,6
121,95.26409009266496,32.80422838783463,2001.0,1.0,497,300,0.0,-6.889921443187291,0.02925260300446531,15.49682323256158,0.05663570689768058,485.5125652657372,-19.54983898567727,0.34328603922580425,4690.0205,9
122,94.14568756393615,33.060248243808694,2001.0,1.0,497,308,0.0,2.2165387688772853,0.18301710878304794,7.923004002296813,0.05941221757001021,479.08645005026693,-19.074357412228295,0.4017309032585796,4895.0967,5
123,94.59484520599592,33.77440889468371,2001.0,1.0,497,336,0.0,-9.381295685682801,0.03459090660717129,9.259433918234322,0.06169143165865815,453.83799260239743,-19.23460842029641,0.3255353306689561,5181.462,14
124,95.2101911756178,33.16355450148244,2001.0,1.0,497,252,0.0,6.207342900960953,0.16127117559816734,12.711159203248823,0.059963960940345715,479.7222421481072,-19.360559398337415,0.34658068487039845,4580.255,8
125,93.66059731051162,33.21745341852961,2001.0,1.0,497,299,0.0,4.035097977367627,0.15584351199498755,6.643032554759575,0.06750107298799758,463.36292246822694,-18.53142885013102,0.36239503493526215,4730.226,2
126,94.48704737190157,33.72500155405714,2001.0,1.0,497,106,0.0,0.3993664153491068,0.18072286735163182,8.45601032336973,0.06386250637766845,454.4867210824226,-18.785846717710967,0.345183429845927,4786.6475,3
127,94.4421316076956,33.46449012166248,2001.0,1.0,497,317,0.0,2.7752373378174298,0.15381939087024257,7.387778652876917,0.06832057833692017,464.05279190469025,-18.258370890631795,0.35753198575491196,4596.7676,4
128,94.58586205315473,33.446523815980086,2001.0,1.0,497,102,0.0,3.1445401238270847,0.18696700041740483,8.163045902055712,0.06976311049019814,466.86767846180464,-18.126940798678618,0.3516083425172754,4760.63,3
129,93.63364785198803,33.590254261439206,2001.0,1.0,497,16,0.0,2.435070519074884,0.22357616505755173,7.570432151982381,0.08119153993005428,447.43784196434353,-17.75637104043966,0.36935016865558956,4641.4126,5
130,94.49603052474276,32.947958833293754,2001.0,1.0,497,27,0.0,0.6055291923827326,0.1214319586931885,10.295017288862256,0.04979904802036511,486.614218498199,-20.636878869755833,0.3564514797404306,4838.0254,1
131,94.67569358156668,32.90304306908777,2001.0,1.0,497,194,0.0,4.400972438179281,0.12043591154030826,10.964008825675354,0.05369714663143754,486.16818700058775,-20.143726047887867,0.44013593739985024,4574.745,2
132,93.79983617955014,33.19050396000602,2001.0,1.0,497,77,0.0,2.7766547885859154,0.17970204863525902,6.587766548625898,0.0650861022703377,468.23789913481176,-18.704383580139137,0.35681793558852326,4873.117,1
